clip_id,src_word_index,target_word_index,is_same_position,position_score,src_word,dat_word,dit_word,dat_lev_sim,dit_lev_sim,dat_combined_weighted,dat_combined_harmonic,dit_combined_weighted,dit_combined_harmonic,dat_advantage,src_len,dat_len,dit_len
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,19,0,0.156,den,,ist,0.889,0.889,0.875,0.866,0.875,0.866,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,20,0,0.172,den,,esse,0.889,0.852,0.871,0.857,0.845,0.84,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,21,0,0.188,den,,ganze,0.889,0.852,0.866,0.849,0.84,0.832,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,22,0,0.203,den,,"naprtte,",0.889,0.741,0.861,0.84,0.758,0.768,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,23,0,0.219,den,,da,0.889,0.926,0.857,0.832,0.883,0.847,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,24,0,0.234,den,,unter,0.889,0.852,0.852,0.823,0.826,0.807,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,25,0,0.25,den,,dem,0.889,0.963,0.847,0.814,0.899,0.843,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,26,0,0.266,den,,Umgang,0.889,0.815,0.843,0.804,0.791,0.772,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,27,0,0.281,den,,"chaiert,",0.889,0.778,0.838,0.795,0.76,0.747,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,28,0,0.297,den,,weil,0.889,0.889,0.833,0.785,0.833,0.785,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,29,0,0.312,den,,nicht,0.889,0.815,0.829,0.776,0.777,0.746,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,30,0,0.328,den,,auf,0.889,0.889,0.824,0.765,0.824,0.765,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,31,0,0.344,den,,Streamspann,0.889,0.667,0.819,0.755,0.664,0.661,0.222,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,32,0,0.359,den,,ydrant,0.889,0.852,0.815,0.745,0.789,0.732,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,33,0,0.375,den,,zugineinander,0.889,0.593,0.81,0.734,0.603,0.609,0.296,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,34,0,0.391,den,,hinsiert.,0.889,0.741,0.805,0.723,0.701,0.669,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,35,0,0.406,den,,Die,0.889,0.926,0.8,0.712,0.826,0.724,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,36,0,0.422,den,,in,0.889,0.926,0.796,0.701,0.822,0.712,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,37,0,0.438,den,,dem,0.889,0.963,0.791,0.689,0.843,0.71,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,38,0,0.453,den,,Haus,0.889,0.852,0.786,0.677,0.76,0.666,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,39,0,0.469,den,,ist,0.889,0.889,0.782,0.665,0.782,0.665,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,40,0,0.484,den,,tatsächlich,0.889,0.593,0.777,0.653,0.57,0.552,0.296,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,41,0,0.5,den,,mit서버dle,0.889,0.741,0.772,0.64,0.669,0.597,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,42,0,0.516,den,,und,0.889,0.889,0.767,0.627,0.767,0.627,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,43,0,0.531,den,,Er,0.889,0.926,0.763,0.614,0.789,0.623,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,44,0,0.547,den,,kidneys,0.889,0.815,0.758,0.6,0.706,0.582,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,45,0,0.562,den,,angehhen.,0.889,0.778,0.754,0.587,0.676,0.56,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,46,0,0.578,den,,Das,0.889,0.926,0.749,0.572,0.775,0.58,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,47,0,0.594,den,,ist,0.889,0.889,0.744,0.557,0.744,0.557,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,48,0,0.609,den,,ein,0.889,0.926,0.74,0.543,0.766,0.55,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,49,0,0.625,den,,"Viertel,",0.889,0.778,0.735,0.527,0.657,0.506,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,50,0,0.641,den,,das,0.889,0.926,0.73,0.511,0.756,0.517,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,51,0,0.656,den,,ist,0.889,0.889,0.726,0.496,0.726,0.496,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,52,0,0.672,den,,noch,0.889,0.852,0.721,0.479,0.695,0.474,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,53,0,0.688,den,,präz,0.889,0.852,0.716,0.462,0.69,0.457,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,54,0,0.703,den,,Bullet,0.889,0.815,0.711,0.445,0.66,0.435,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,55,0,0.719,den,,von,0.889,0.926,0.707,0.427,0.733,0.431,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,56,0,0.734,den,,er,0.889,0.926,0.702,0.409,0.728,0.413,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,57,0,0.75,den,,"BMW,",0.889,0.889,0.697,0.39,0.697,0.39,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,58,0,0.766,den,,equierung,0.889,0.741,0.693,0.37,0.589,0.356,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,59,0,0.781,den,,einer,0.889,0.852,0.688,0.351,0.662,0.348,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,60,0,0.797,den,,der,0.889,0.963,0.683,0.331,0.735,0.335,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,61,0,0.812,den,,친구ereium.,0.889,0.741,0.679,0.31,0.575,0.3,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,62,0,0.828,den,,Breakkt,0.889,0.778,0.674,0.288,0.596,0.282,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,63,0,0.844,den,,bei,0.889,0.926,0.669,0.265,0.695,0.267,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,64,0,0.859,den,,"denritieren,",0.889,0.704,0.665,0.243,0.535,0.235,0.185,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,0,0,0.156,Mitteln,Aus,Er,0.741,0.778,0.772,0.789,0.798,0.81,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,1,0,0.141,Mitteln,der,bist,0.778,0.815,0.802,0.816,0.828,0.836,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,2,0,0.125,Mitteln,Sicht,keinNarrator,0.778,0.593,0.807,0.824,0.678,0.707,0.185,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,3,0,0.109,Mitteln,der,aus.,0.778,0.741,0.812,0.831,0.786,0.809,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,4,0,0.094,Mitteln,FDP,Es,0.741,0.778,0.79,0.815,0.816,0.837,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,5,0,0.078,Mitteln,sollte,happens,0.778,0.778,0.821,0.844,0.821,0.844,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,6,0,0.062,Mitteln,man,ja,0.815,0.741,0.852,0.872,0.8,0.828,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,7,0,0.047,Mitteln,ausalterisch,auch,0.63,0.741,0.727,0.759,0.805,0.834,-0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,8,0,0.031,Mitteln,mit,auf,0.852,0.741,0.887,0.907,0.809,0.84,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,9,0,0.016,Mitteln,der,der,0.778,0.778,0.84,0.869,0.84,0.869,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,10,1,0.0,Mitteln,Mittel,Heffe.,0.963,0.778,0.974,0.981,0.845,0.875,0.185,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,11,0,0.016,Mitteln,umgehen,Run,0.815,0.778,0.866,0.892,0.84,0.869,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,12,0,0.031,Mitteln,und,jetzt,0.741,0.778,0.809,0.84,0.835,0.863,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,13,0,0.047,Mitteln,muss,gehen,0.778,0.815,0.831,0.857,0.856,0.879,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,14,0,0.062,Mitteln,er,wir,0.778,0.778,0.826,0.851,0.826,0.851,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,15,0,0.078,Mitteln,aufs,uns,0.741,0.741,0.795,0.822,0.795,0.822,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,16,0,0.094,Mitteln,Notwendigsten,kurz,0.63,0.741,0.713,0.743,0.79,0.815,-0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,17,0,0.109,Mitteln,beschränken.,auf.,0.63,0.741,0.708,0.738,0.786,0.809,-0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,18,0,0.125,Mitteln,,Das,0.741,0.741,0.781,0.802,0.781,0.802,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,19,0,0.141,Mitteln,,ist,0.741,0.815,0.776,0.796,0.828,0.836,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,20,0,0.156,Mitteln,,esse,0.741,0.778,0.772,0.789,0.798,0.81,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,21,0,0.172,Mitteln,,ganze,0.741,0.778,0.767,0.782,0.793,0.802,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,22,0,0.188,Mitteln,,"naprtte,",0.741,0.778,0.762,0.775,0.788,0.795,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,23,0,0.203,Mitteln,,da,0.741,0.741,0.758,0.768,0.758,0.768,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,24,0,0.219,Mitteln,,unter,0.741,0.815,0.753,0.76,0.805,0.798,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,25,0,0.234,Mitteln,,dem,0.741,0.778,0.748,0.753,0.774,0.772,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,26,0,0.25,Mitteln,,Umgang,0.741,0.741,0.744,0.745,0.744,0.745,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,27,0,0.266,Mitteln,,"chaiert,",0.741,0.778,0.739,0.737,0.765,0.755,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,28,0,0.281,Mitteln,,weil,0.741,0.778,0.734,0.73,0.76,0.747,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,29,0,0.297,Mitteln,,nicht,0.741,0.778,0.73,0.722,0.756,0.739,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,30,0,0.312,Mitteln,,auf,0.741,0.741,0.725,0.714,0.725,0.714,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,31,0,0.328,Mitteln,,Streamspann,0.741,0.667,0.72,0.705,0.668,0.669,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,32,0,0.344,Mitteln,,ydrant,0.741,0.741,0.716,0.696,0.716,0.696,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,33,0,0.359,Mitteln,,zugineinander,0.741,0.593,0.711,0.687,0.607,0.616,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,34,0,0.375,Mitteln,,hinsiert.,0.741,0.778,0.706,0.678,0.732,0.693,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,35,0,0.391,Mitteln,,Die,0.741,0.815,0.701,0.669,0.753,0.697,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,36,0,0.406,Mitteln,,in,0.741,0.815,0.697,0.659,0.749,0.687,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,37,0,0.422,Mitteln,,dem,0.741,0.778,0.692,0.649,0.718,0.663,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,38,0,0.438,Mitteln,,Haus,0.741,0.741,0.687,0.639,0.687,0.639,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,39,0,0.453,Mitteln,,ist,0.741,0.815,0.683,0.629,0.735,0.655,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,40,0,0.469,Mitteln,,tatsächlich,0.741,0.667,0.678,0.619,0.626,0.591,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,41,0,0.484,Mitteln,,mit서버dle,0.741,0.852,0.673,0.608,0.751,0.643,-0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,42,0,0.5,Mitteln,,und,0.741,0.741,0.669,0.597,0.669,0.597,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,43,0,0.516,Mitteln,,Er,0.741,0.778,0.664,0.586,0.69,0.597,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,44,0,0.531,Mitteln,,kidneys,0.741,0.815,0.659,0.574,0.711,0.595,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,45,0,0.547,Mitteln,,angehhen.,0.741,0.741,0.655,0.562,0.655,0.562,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,46,0,0.562,Mitteln,,Das,0.741,0.741,0.65,0.551,0.65,0.551,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,47,0,0.578,Mitteln,,ist,0.741,0.815,0.645,0.538,0.697,0.556,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,48,0,0.594,Mitteln,,ein,0.741,0.815,0.64,0.525,0.692,0.542,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,49,0,0.609,Mitteln,,"Viertel,",0.741,0.852,0.636,0.512,0.714,0.536,-0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,50,0,0.625,Mitteln,,das,0.741,0.741,0.631,0.498,0.631,0.498,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,51,0,0.641,Mitteln,,ist,0.741,0.815,0.626,0.484,0.678,0.498,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,52,0,0.656,Mitteln,,noch,0.741,0.741,0.622,0.47,0.622,0.47,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,53,0,0.672,Mitteln,,präz,0.741,0.741,0.617,0.455,0.617,0.455,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,54,0,0.688,Mitteln,,Bullet,0.741,0.778,0.612,0.439,0.638,0.445,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,55,0,0.703,Mitteln,,von,0.741,0.778,0.608,0.424,0.634,0.43,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,56,0,0.719,Mitteln,,er,0.741,0.778,0.603,0.407,0.629,0.413,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,57,0,0.734,Mitteln,,"BMW,",0.741,0.741,0.598,0.391,0.598,0.391,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,58,0,0.75,Mitteln,,equierung,0.741,0.741,0.594,0.374,0.594,0.374,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,59,0,0.766,Mitteln,,einer,0.741,0.815,0.589,0.356,0.641,0.364,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,60,0,0.781,Mitteln,,der,0.741,0.778,0.584,0.338,0.61,0.342,-0.037,20,18,65
