clip_id,word_index,src_word,dat_at_pos,dit_at_pos,dat_possibility,dit_possibility,dat_advantage,is_discrepancy,src_len,dat_len,dit_len,dat_len_ratio,dit_len_ratio
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,0,In,In,In,1.0,1.0,0.0,0,7,7,7,1.0,1.0
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,1,Kürze,Kürze,Größi,1.0,0.0,1.0,1,7,7,7,1.0,1.0
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,folgt,folgt,folgt,1.0,1.0,0.0,0,7,7,7,1.0,1.0
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,hier,da,da,0.0,0.0,0.0,0,7,7,7,1.0,1.0
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,eine,eine,eine,1.0,1.0,0.0,0,7,7,7,1.0,1.0
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,kurze,kurze,Größi,1.0,0.0,1.0,1,7,7,7,1.0,1.0
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,Zusammenfassung.,Zusammenfassung.,zusammenfassig.,1.0,0.0,1.0,1,7,7,7,1.0,1.0
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,Besonders,Besonders,Besonders,1.0,1.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,Silvia,till,Ziel,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,Steiner,wie,wird,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,schnitt,ein,"Steiner,",0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,bei,Schneiner,hat,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,5,den,hat,wieder,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,6,Wahlen,bei,Wolle,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,7,besser,der,bis,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,8,ab,Wahl,er,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,9,als,besser,abgeschnitten,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,10,erwartet.,abgeschnitten,aus,0.0,0.0,0.0,0,11,13,12,1.182,1.091
clips\7c882fa4-86f6-4986-b211-295a09265deb\c3fca4028f1ba31016b48ede16e93af72dff5661c33e92f71f0dcccdd306d692.flac,0,Nun,Jetzt,Jetzt,0.0,0.0,0.0,0,6,7,8,1.167,1.333
clips\7c882fa4-86f6-4986-b211-295a09265deb\c3fca4028f1ba31016b48ede16e93af72dff5661c33e92f71f0dcccdd306d692.flac,1,meldeten,machen,haben,0.0,0.0,0.0,0,6,7,8,1.167,1.333
clips\7c882fa4-86f6-4986-b211-295a09265deb\c3fca4028f1ba31016b48ede16e93af72dff5661c33e92f71f0dcccdd306d692.flac,2,sich,wir,wir,0.0,0.0,0.0,0,6,7,8,1.167,1.333
clips\7c882fa4-86f6-4986-b211-295a09265deb\c3fca4028f1ba31016b48ede16e93af72dff5661c33e92f71f0dcccdd306d692.flac,3,die,sich,ein,0.0,0.0,0.0,0,6,7,8,1.167,1.333
clips\7c882fa4-86f6-4986-b211-295a09265deb\c3fca4028f1ba31016b48ede16e93af72dff5661c33e92f71f0dcccdd306d692.flac,4,Produzenten,die,makeutser,0.0,0.0,0.0,0,6,7,8,1.167,1.333
clips\7c882fa4-86f6-4986-b211-295a09265deb\c3fca4028f1ba31016b48ede16e93af72dff5661c33e92f71f0dcccdd306d692.flac,5,zurück.,Produzentenz,Prot,0.0,0.0,0.0,0,6,7,8,1.167,1.333
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,0,Damals,Damals,Halben,1.0,0.0,1.0,1,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,1,dachte,hat,bestimmten,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,2,niemand,niemand,Niemussia,1.0,0.0,1.0,1,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,3,"daran,",daran,feudalikort,1.0,0.0,1.0,1,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,4,dass,"gedacht,",końburg성을,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,5,es,dass,mit,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,6,dereinst,es,dem,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,7,als,der,,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,8,Grundlage,Einst,,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,9,für,als,,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,10,eine,Grundlage,,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,11,Schutzlösung,für,,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,12,dienen,eine,,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\7c882fa4-86f6-4986-b211-295a09265deb\3f52a62e02b2b11fce2aae392f6dcf134999474f38baaa2f0a2b74a13b071da7.flac,13,würde.,Schutzlösung,,0.0,0.0,0.0,0,14,16,7,1.143,0.5
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,0,Im,Inimbapatets,varmt,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,1,Jahr,Watt,so,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,2,2021,ich,manchmal,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,3,werden,mir,deronces,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,4,wir,sow,ich,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,5,dem,concentrated,war團��를,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,6,Einwohnerrat,eine,mehr,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,7,eine,Wright,vom,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,8,Kreditabrechnung,,time,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,9,vorlegen,,dynamic.,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,10,können,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,11,und,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,12,ihn,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,13,über,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,14,die,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,15,tatsächlichen,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,16,Beträge,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\48b261c362e4d4a839ecb0d004d52f775e737c4a5803c9748d552505f9796674.flac,17,informieren.,,,0.0,0.0,0.0,0,18,8,10,0.444,0.556
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,0,Nur,Nur,Nur,1.0,1.0,0.0,0,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,1,schon,schon,schon,1.0,1.0,0.0,0,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,2,rein,ein,rein,0.0,1.0,-1.0,1,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,3,finanziell,"finanziell,","finanziell,",1.0,1.0,0.0,0,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,4,käme,kommt,dass,0.0,0.0,0.0,0,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,5,das,das,viel,1.0,0.0,1.0,1,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,6,viel,viel,dürzschte.,1.0,0.0,1.0,1,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,7,teurer,Dürz.,,0.0,0.0,0.0,0,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,8,zu,,,0.0,0.0,0.0,0,10,8,7,0.8,0.7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5beec4e0ac31dc21ed6b49165a62bf0eaf2b81737db454b99eb7eb8bd10ed04d.flac,9,stehen.,,,0.0,0.0,0.0,0,10,8,7,0.8,0.7
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,0,Das,Das,Das,1.0,1.0,0.0,0,8,7,6,0.875,0.75
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,1,teilte,teilt,Teil,0.0,0.0,0.0,0,8,7,6,0.875,0.75
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,2,die,elter,waren,0.0,0.0,0.0,0,8,7,6,0.875,0.75
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,3,Staatsanwaltschaft,Stadsamente,gut,0.0,0.0,0.0,0,8,7,6,0.875,0.75
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,4,Aargau,auf,aust,0.0,0.0,0.0,0,8,7,6,0.875,0.75
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,5,am,der,капiert.,0.0,0.0,0.0,0,8,7,6,0.875,0.75
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,6,Mittwoch,Fahrbahnminkerstände.,,0.0,0.0,0.0,0,8,7,6,0.875,0.75
clips\865f69a7-acb2-4604-a356-cdad6517606c\eca464b9fdf425d50724a4c8d5dbd32ffcf812cca13b2bcd8acdc5b0ed6d0403.flac,7,mit.,,,0.0,0.0,0.0,0,8,7,6,0.875,0.75
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,Aus,Aus,Er,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,der,der,bist,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,2,Sicht,Sicht,keinNarrator,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,3,der,der,aus.,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,4,FDP,FDP,Es,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,5,sollte,sollte,happens,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,6,man,man,ja,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,7,haushälterisch,ausalterisch,auch,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,8,mit,mit,auf,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,9,den,der,der,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,10,Mitteln,Mittel,Heffe.,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,11,umgehen,umgehen,Run,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,12,und,und,jetzt,1.0,0.0,1.0,1,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,13,man,muss,gehen,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,14,sollte,er,wir,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,15,diese,aufs,uns,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,16,auf,Notwendigsten,kurz,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,17,das,beschränken.,auf.,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,18,Notwendigste,,Das,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,19,beschränken.,,ist,0.0,0.0,0.0,0,20,18,65,0.9,3.25
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,0,Bedenklich,Denklich,Pied,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,1,stimmt,schimmte,actually,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,2,uns,uns,прост,1.0,0.0,1.0,1,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,3,die,die,das,1.0,0.0,1.0,1,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,4,sinkende,Zalix-Moral,das,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,5,Zahlungsmoral,und,denn,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,6,und,Zalix-Unfähigkeit,eigentlich,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,7,Zahlungsfähigkeit,nicht,noch,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,8,nicht,nur,auf,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,9,nur,bei,dem,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,10,bei,den,"Fall,",0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,11,den,Stürrechnungen.,hier,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\f975c67c-35a5-4cac-8195-51f456b59edc\12f4a3cc89768471f36261c8a7adc205aa0ebd46d7bbbf58990558334fa3b0d7.flac,12,Steuerrechnungen.,,gibt,0.0,0.0,0.0,0,13,12,24,0.923,1.846
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,0,Die,Die,diese,1.0,0.0,1.0,1,8,9,6,1.125,0.75
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,1,U-Bahn,Eruban,"colonziel,",0.0,0.0,0.0,0,8,9,6,1.125,0.75
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,2,gilt,gilt,wenn,1.0,0.0,1.0,1,8,9,6,1.125,0.75
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,3,als,als,wir,1.0,0.0,1.0,1,8,9,6,1.125,0.75
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,4,besonders,Besundes,die,0.0,0.0,0.0,0,8,9,6,1.125,0.75
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,5,anfällig,auffällig,Allevallevallig,0.0,0.0,0.0,0,8,9,6,1.125,0.75
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,6,für,für,,1.0,0.0,1.0,1,8,9,6,1.125,0.75
clips\e4d6b98b-b3f3-4e0f-9954-4abb7de23540\c60631e21c681ae21aa402e174e90555ed0423ec41dd58731b3d83b400f3a09e.flac,7,Terroranschläge.,Teuro,,0.0,0.0,0.0,0,8,9,6,1.125,0.75
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\473c0f9bacb48be6960fd204287de34ff766e11b23eb3d7181b173a9cfc3897b.flac,0,Aber,Aber,Aber,1.0,1.0,0.0,0,7,7,7,1.0,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\473c0f9bacb48be6960fd204287de34ff766e11b23eb3d7181b173a9cfc3897b.flac,1,das,das,dann,1.0,0.0,1.0,1,7,7,7,1.0,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\473c0f9bacb48be6960fd204287de34ff766e11b23eb3d7181b173a9cfc3897b.flac,2,ist,ist,ist,1.0,1.0,0.0,0,7,7,7,1.0,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\473c0f9bacb48be6960fd204287de34ff766e11b23eb3d7181b173a9cfc3897b.flac,3,doch,doch,doch,1.0,1.0,0.0,0,7,7,7,1.0,1.0
